Time,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10
81000,18.8519497029047,18.0253835423887,17.8993796670666,18.3100427023908,19.0190555406542,19.7911127783749,20.4473147604859,20.8889531092613,21.0947012128899,21.100043770055,20.9697482469556
81900,19.0356816040905,18.1332374019606,17.9277114280422,18.2744188421031,18.9450774005691,19.7055145299159,20.3714296666183,20.8354377939555,21.067356509435,21.0958383189634,20.9818432272492
82800,19.2235428646924,18.249103207914,17.9649808293084,18.2463405689348,18.875934222847,19.621740935186,20.2948488641936,20.7796321981597,21.0371317230094,21.0889772447854,20.9919931368796
83700,19.4147290339516,18.372483904937,18.0110251897013,18.2259208329824,18.8119081059246,19.540127773831,20.2178674708002,20.7217342774039,21.0041118440381,21.0794493303279,21.0001256335335
84600,19.6084214233398,18.5028503051406,18.0656444101612,18.2132401433623,18.7532598649732,19.4610024938769,20.1407834235243,20.6619519804546,20.9683944394439,21.0672546298225,21.0061759620018
85500,19.8037906123096,18.6396433514498,18.1286018219919,18.2083462054107,18.7002278863251,19.3846827747004,20.063896174495,20.6005023541086,20.9300892692225,21.0524045446429,21.0100873326206
86400,20,18.782276509063,18.199625192221,18.2112536993233,18.6530270792564,19.3114751329313,19.9875053799027,20.5376106069853,20.8893178466806,21.0349218454034,21.0118112618525
87300,20.1962093876904,18.9301382747279,18.2784078817222,18.2219442011279,18.6118479295562,19.2416735772465,19.9119095881955,20.4735091365419,20.8462129444843,21.0148406405157,21.0113078734757
88200,20.3915785766602,19.0825947930781,18.3646101511123,18.2403662462766,18.5768556588806,19.1755583178009,19.8374049331539,20.4084365236739,20.8009180488904,20.9922062915156,21.0085461590514
89100,20.5852709660484,19.2389925688185,18.457860608802,18.2664355355374,18.5481894934375,19.1133945358056,19.7642838375134,20.3426364993923,20.7535867647417,20.9670752757036,21.0035041965292
90000,20.7764571353076,19.3986612631361,18.5577577949747,18.3000352822562,18.5259620450826,19.0554312185041,19.6928337327479,20.2763568881704,20.7043821740085,20.9395149968692,20.9961693260559
90900,20.9643183959095,19.5609165623533,18.6638718946859,18.3410166994616,18.5102588074281,19.0019000645142,19.6233358005536,20.2098485326423,20.6534761508451,20.9096035450957,20.9865382822503
91800,21.1480502970953,19.725063106533,18.7757465727252,18.3891996246841,18.5011377690744,18.9530144642025,19.5560637414695,20.1433642044013,20.601048636307,20.8774294068558,20.9746172824119
92700,21.326866070657,19.8903974654867,18.8929009223637,18.4443732797764,18.4986291455748,18.9089685594337,19.4912825759487,20.0771575056963,20.5472868760354,20.8430911268236,20.9604220703316
93600,21.5,20.0562111494366,19.0148315196205,18.5062971624468,18.5027352312394,18.8699363866981,19.4292474830513,20.0114817668505,20.4923846243642,20.806696923031,20.9439779155779
94500,21.6667106990588,20.2217936414319,19.1410145742351,18.5747020656526,18.5134303713697,18.8360711072619,19.3702026817602,19.9465889442364,20.4365413184377,20.7683642571952,20.9253195683297
95400,21.8262842870262,20.3864354385307,19.2709081681175,18.6492912204567,18.5306610550037,18.8075043276113,19.3143803597366,19.8827285236287,20.3799612260474,20.7282193622311,20.9044911700304
96300,21.9780374453002,20.5494310887169,19.403954571674,18.7297415574249,18.5543461277353,18.7843455130765,19.261999654123,19.8201464337249,20.3228525709959,20.6863967291428,20.8815461203304
97200,22.1213203435596,20.7100822105447,19.5395826280753,18.8157050811325,18.5843771236627,18.7666814971198,19.2132656887738,19.7590839745718,20.2654266398873,20.643038555658,20.8565469009836
98100,22.2555194224369,20.8677004825745,19.6772101952438,18.906810351869,18.620618715006,18.7545760883645,19.1683686720501,19.6997767655657,20.2078968743097,20.5982941591287,20.8295648575483
99000,22.3800600208737,21.0216105897949,19.8162466350887,19.0026640681704,18.6629092774381,18.7480697770213,19.1274830590522,19.6424537175999,20.1504779524327,20.5523193563673,20.8006799399311
99900,22.4944088369076,21.1711531144106,19.9560953393191,19.1028527433787,18.7110615686758,18.7471795419446,19.090766781884,19.5873360338283,20.0933848640774,20.505275813228,20.769980402991
100800,22.5980762113533,21.3156873586119,20.0961562810056,19.206944469028,18.7648635173935,18.7518987591193,19.058360551249,19.5346362433804,20.0368319833384,20.4573303668631,20.7375624685935
101700,22.6906182245981,21.4545940872371,20.2358285809563,19.3144907574834,18.8240791190539,18.7621972119464,19.0303872323723,19.484557272219,19.9810321428399,20.4086543236981,20.7035299506722
102600,22.7716385975339,21.5872781785779,20.3745130779045,19.4250284559248,18.8884494347915,18.7780212032571,19.0069512979198,19.4372915551666,19.9261957136908,20.3594227362681,20.6679938450152
103500,22.8407903884853,21.7131711719757,20.5116148914946,19.5380817234582,18.957693689044,18.7992937685542,18.9881383602561,19.3930201929464,19.8725296951787,20.3098136621414,20.6310718856421
104400,22.8977774788672,21.8317337012948,20.6465459670825,19.6531640628733,19.0315104612085,18.8259149895414,18.974014785041,19.3519121578851,19.8202368181877,20.2600074082285,20.5928880697852
105300,22.9423558412097,21.9424578038509,20.7787275914434,19.769780398328,19.1095789661924,18.8577624065779,18.9646273878134,19.3141235517125,19.7695146662641,20.210185763832,20.5535721536165
106200,22.9743345841214,22.0448690949041,20.9075928686076,19.8874291900495,19.1915604183564,18.8946915282672,18.9600032148578,19.2797969186679,19.720554818172,20.1605312258357,20.5132591209922
107100,22.9935767697158,22.1385287984036,21.0325891452155,20.0056045769792,19.2770994729832,18.9365364359775,18.9601494092826,19.2490606168803,19.6735420156825,20.1112262194578,20.472088627594
108000,23,22.2230356252855,21.153180374998,20.1237985381749,19.365825739082,18.9831104806826,18.9650531628776,19.2220282507381,19.6286533602267,20.0624523180106,20.4302044229567
108900,22.9935767697158,22.2980274912776,21.2688494122516,20.2415030636993,19.4573553570275,19.03420706912,18.9746817539469,19.1987981666995,19.586057541915,20.0143894651042,20.3877537529589
